都道府県コード又は市町村コード,No,都道府県名,市区町村名,事業所名,事業所名カナ,サービスの種類,住所,方書（ビル名等）,緯度,経度,電話番号,FAX番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,高齢者の方と障害者の方が同時一体的に利用できるサービス,介護保険の通常の指定基準を満たしている,障害福祉の通常の指定基準を満たしている,備考
011029,0190201954,北海道,札幌市北区,小規模多機能型ホームモナミサテライト,ショウキボタキノウガタホームモナミサテライト,小規模多機能型居宅介護,北海道札幌市北区篠路6条1丁目4番20号,,43.151383500000000,141.352633500000000,011-299-2510,011-299-2539,1430001063919,株式会社モナミコーポレーション,0190201954,,,0,http://www.monami-net.co.jp,なし,通常の指定,なし,
011029,0190200972,北海道,札幌市北区,小規模多機能型ホームくらしさ拓北,ショウキボタキノウガタホーム　クラシサタクホク,小規模多機能型居宅介護,北海道札幌市北区拓北6条2丁目4-6,,43.156884600000000,141.378035200000000,011-776-3355,011-778-9046,7430002038781,株式会社元気な介護,0190200972,,,0,http://genkinakaigo.co.jp/,あり,通常の指定,共生型,
011029,0190202267,北海道,札幌市北区,小規模多機能型ホーム　くらしさノース21,ショウキボタキノウガタホーム　クラシサノースニジュウイチ,小規模多機能型居宅介護,北海道札幌市北区北21条西7丁目2-14,,43.086143200000000,141.339782400000000,011-727-1190,011-727-1191,7430002038781,株式会社元気な介護,0190202267,,,29,https://genkinakaigo.co.jp/,なし,通常の指定,なし,
011029,0190200980,北海道,札幌市北区,小機後多機能型居宅介護たく・あい　たんぽぽ,ショウキボタキノウガタキョタクカイゴタク・アイタンポポ,小規模多機能型居宅介護,北海道札幌市北区あいの里1条6丁目1番2号拓北・あいの里福祉センター,拓北・あいの里福祉センター,43.155519299999990,141.399819400000070,011-770-5052,011-770-5211,5430005000633,社会福祉法人札幌協働福祉会,0190200980,,,0,http://sapporo-kyoudoufukusikai.jp,なし,,,
011029,0190200725,北海道,札幌市北区,PLACESあいの里,プレイシズアイノサト,小規模多機能型居宅介護,北海道札幌市北区あいの里３条５丁目１３－４５PLACESあいの里,PLACESあいの里,43.162816205394470,141.396340449598680,011-788-4091,011-788-4092,5430002009173,有限会社時館,0190200725,,,0,http://aial-jikan.com/nursing/kyotaku/ainosato.html,なし,,,
011029,0190200378,北海道,札幌市北区,小規模多機能型居宅介護事業所はる音,ショウキボタキノウガタキョタクカイゴジギョウショハルネ,小規模多機能型居宅介護,札幌市北区新琴似6条10丁目1番1号,,43.115685100000000,141.318431499999970,011-769-1720,011-769-1721,8430002034904,有限会社ケアワークス,0190200378,,,24,,なし,,,
011029,0190200097,北海道,札幌市北区,小規模多機能ホームゆうあい,ショウキボタキノウホームユウアイ,小規模多機能型居宅介護,札幌市北区篠路２条７丁目６番30号,,43.142543900000000,141.365314899999930,011-776-5555,011-774-5539,3430002031435,有限会社プロケア,0190200097,,,25,,なし,,,
011029,0190200840,北海道,札幌市北区,小規模多機能型居宅介護つどい,ショウキボタキノウガタキョタクカイゴツドイ,小規模多機能型居宅介護,北海道札幌市北区新川西３条２丁目１－５高齢者複合施設ほほえみの郷（1Ｆ）,高齢者複合施設ほほえみの郷（1Ｆ）,43.123570830144295,141.286564691685500,011-769-1600,011-769-1601,2430001034068,株式会社クルーザー,0190200840,,,0,https://www.hohoeminosato.site/,なし,通常の指定,なし,
011029,0190201038,北海道,札幌市北区,小規模多機能型居宅介護　丸心ふわり,ショウキボタキノウガタキョタクカイゴ　マルシンフワリ,小規模多機能型居宅介護,北海道札幌市北区屯田6条6丁目4番48号,,43.135241702672980,141.332997061515800,011-775-0062,011-299-6528,8430002041900,有限会社丸心,0190201038,,,27,https://marushin.care,なし,,,
011029,0190201863,北海道,札幌市北区,小規模多機能ホーム　エターナル,ショウキボタキノウホーム　エターナル,小規模多機能型居宅介護,北海道札幌市北区北３０条西７丁目２-６,,43.096524000000000,141.337505500000000,011-792-8683,011-792-8684,9430001079503,株式会社ＬＩＮＫ,0190201863,,,,http://www.link-care.biz,なし,,なし,
011029,0190201616,北海道,札幌市北区,リハケアセンター篠路,リハケアセンターシノロ,小規模多機能型居宅介護,北海道札幌市北区篠路1条2丁目１番7号,,43.140227900000000,141.351623300000000,011-299-1146,011-299-1344,1430005011782,社会福祉法人三草会,0190201616,,,0,http://www.sansoukai-welfare.jp,なし,,,
011029,0190202184,北海道,札幌市北区,小規模多機能　コスモス,ショウキボタキノウ　コスモス,小規模多機能型居宅介護,札幌市北区屯田２条１丁目７番７号楽ゆう館ポプラ通,楽ゆう館ポプラ通,43.122645000000000,141.342961400000000,011-792-0112,011-792-0116,7430001038279,株式会社アルワン,0190202184,,,,https://rakuyu-kan.com/,なし,通常の指定,なし,
011029,0190202333,北海道,札幌市北区,春の歌,ハルノウタ,小規模多機能型居宅介護,北海道札幌市北区拓北4条3丁目12‐16,,43.151680799999994,141.382651200000000,011-792-5860,011-792-5862,6430001087104,株式会社縹色,0190202333,,,,https://hanadairo.co.jp/,なし,通常の指定,なし,
011029,0190200303,北海道,札幌市北区,小規模多機能ホーム和,ショウキボタキノウホームナゴミ,小規模多機能型居宅介護,札幌市北区篠路４条８丁目９番１号寄宿舎　児童福祉施設等（小規模多機能ホーム）,寄宿舎　児童福祉施設等（小規模多機能ホーム）,43.147193400000000,141.366953400000060,011-299-8687,011-774-8787,5430003001030,合資会社笑顔と思いやりの和,0190200303,,,29,http://www13.plala.or.jp/grope753/,なし,通常の指定,なし,
011037,0190200956,北海道,札幌市東区,サテライトえくぼ元町,サテライト　エクボモトマチ,小規模多機能型居宅介護,北海道札幌市東区北25条東19丁目5番１号,,43.096131400000004,141.379799899999970,090-1306-7424,011-789-7501,,有限会社　おいらーく,0190200956,,,,http//www.oira-ku.com,,,,
011037,0190200717,北海道,札幌市東区,小規模多機能型居宅介護事業所えくぼ元町,ショウキボタキノウガタキョタクカイゴジギョウショエクボモトマチ,小規模多機能型居宅介護,北海道札幌市東区北25条東２０丁目7-1元町ケアサポートセンター2Ｆ,元町ケアサポートセンター2Ｆ,43.096750700000000,141.378063900000030,011-780-3200,011-789-7501,,有限会社おいらーく,0190200717,,,29,http://www.oira-ku.com,,,,
011037,0190200089,北海道,札幌市東区,小規模多機能型ホーム　椿の里,ショウキボタキノウガタホーム　ツバキノサト,小規模多機能型居宅介護,北海道札幌市東区北10条東11丁目１－１,,43.075736300000020,141.370807700000000,011-741-7228,011-741-7220,8430001023973,株式会社　楽明館,0190200089,,,3,http://www.rakumeikan.jp,あり,通常の指定,なし,
011037,0190200147,北海道,札幌市東区,小規模多機能型居宅介護事業所ささえ,ショウキボタキノウガタキョタクカイゴジギョウショササエ,小規模多機能型居宅介護,北海道札幌市東区北31条東10丁目1-15小規模多機能型居宅介護事業所ささえ,小規模多機能型居宅介護事業所ささえ,43.099991500000000,141.362598299999970,011-722-3300,011-722-3301,2430001035636,株式会社ささえ,0190200147,,,28,http://www.sasae.or.jp/,なし,通常の指定,なし,
011037,0190200931,北海道,札幌市東区,小規模多機能型居宅介護　ノテ元町,ショウキボタキノウガタキョタクカイゴノテモトマチ,小規模多機能型居宅介護,北海道札幌市東区北２５条東２２丁目１番１０号,,43.096031600000000,141.386457699999940,011-784-8800,011-784-5522,3430005000585,社会福祉法人ノテ福祉会,0190200931,,,29,,なし,,,
011037,0190201228,北海道,札幌市東区,小規模多機能型居宅介護事業所サテライトえくぼ,ショウキボタキノウガタキョタクカイゴジギョウショサテライトエクボ,小規模多機能型居宅介護,北海道札幌市東区北23条東23丁目4番30号,,43.092223800000000,141.388988299999940,011-787-8784,011-781-5533,8430002032635,有限会社おいらーく,0190201228,,,0,http://oira-ku.com,なし,,,
011037,0190201376,北海道,札幌市東区,小規模多機能　菜の花,ショウキボタキノウ　ナノハナ,小規模多機能型居宅介護,北海道札幌市東区北30条東20丁目7-20,,43.101844600000000,141.381896500000040,011-792-1170,011-792-1171,7430001038279,株式会社アルワン,0190201376,,,29,http://rakuyu-kan.com/,なし,,,
011037,0190201756,北海道,札幌市東区,小規模多機能型居宅介護事業所ささえ2号館,ショウキボタキノウガタキョタクカイゴジギョウショササエニゴウカン,小規模多機能型居宅介護,札幌市東区北30条東7丁目1番15号小規模多機能型居宅介護事業所ささえ2号館,小規模多機能型居宅介護事業所ささえ2号館,43.098600100000000,141.358970500000000,011-733-7030,011-733-7031,2430001035636,株式会社ささえ,0190201756,,,18,www.sasae.or.jp,なし,通常の指定,なし,
011037,0190202242,北海道,札幌市東区,小規模多機能ホーム北のケア　サテライト北23条,ショウキボタキノウホームキタノケア　サテライトキタニジュウサンジョウ,小規模多機能型居宅介護,北海道札幌市東区北23条東1丁目1番7号e-one1階,e-one1階,43.089783399999990,141.348318300000000,011-299-8502,011-299-8503,4430001010463,キタノケア株式会社,0190202242,,,0,,なし,,,
011037,0190201749,北海道,札幌市東区,小規模多機能型居宅介護施設　うるおいの家　新道東,ショウキボタキノウガタキョタクカイゴシセツ　ウルオイノイエ　シンドウヒガシ,小規模多機能型居宅介護,北海道札幌市東区北37条東15丁目1－24,,43.107321800000000,141.368147600000000,011－792－5712,011－792－5713,4430003003861,ワンダーストレージ株式会社,0190201749,,,0,http://uruoi-gp.jp/,なし,通常の指定,なし,
011037,0190200261,北海道,札幌市東区,小規模多機能型居宅介護事業所えくぼ,ショウキボタキノウガタキョタクカイゴジギョウショエクボ,小規模多機能型居宅介護,北海道札幌市東区北24条東22丁目7番7号元町第２ケアサポートセンター,元町第２ケアサポートセンター,43.095588748236510,141.386316819821130,011-787-8786,011-788-8817,8430002032635,有限会社おいら一く,0190200261,,,29,http://www.oira-ku.com/,なし,,,
011037,0190200345,北海道,札幌市東区,小規模多機能型居宅介護事業所えくぼ東雁来,ショウキボタキノウガタキョタクカイゴジギョウショエクボヒガシカリキ,小規模多機能型居宅介護,北海道札幌市東区東雁来10条2丁目6番1号東雁来第2ケアサポートセンター,東雁来第2ケアサポートセンター,43.098403500000000,141.425601600000000,011-791-4601,011-791-4613,8430002032635,株式会社おいらーく,0190200345,,,29,https://oira-ku.com,なし,通常の指定,なし,
011037,0190200774,北海道,札幌市東区,小規模多機能型居宅介護事業所　サテライトえくぼ東雁来,ショウキボタキノウガタキョタクカイゴジギョウショ　サテライトエクボヒガシカリキ,小規模多機能型居宅介護,北海道札幌市東区東雁来11条4丁目1-12東雁来ケアサポートセンター,東雁来ケアサポートセンター,43.097410600000000,141.432614699999930,011-791-4601,011-791-4613,8430002032635,株式会社おいらーく,0190200774,,,0,http://www.oira-k.com,なし,通常の指定,なし,
011037,0190200899,北海道,札幌市東区,小規模多機能型居宅介護　菜の花北丘珠館,ショウキボタキノウガタキョタクカイゴ　ナノハナキタオカダマカン,小規模多機能型居宅介護,北海道札幌市東区北丘珠4条1丁目4番16号複合型介護施設　菜の花　北丘珠館,複合型介護施設　菜の花　北丘珠館,43.127033500000030,141.401890399999960,011-788-1092,011-788-1093,9430001028286,株式会社じょうてつケアサービス,0190200899,,,29,http://j-care.jp/,なし,,,
011037,0190201012,北海道,札幌市東区,小規模多機能型居宅介護　はぴねす,ショウキボタキノウカタキョタクカイゴ　ハピネス,小規模多機能型居宅介護,北海道札幌市東区伏古8条4丁目1－5ビラ・サンライト第１,ビラ・サンライト第１,43.090776100000000,141.396415199999980,011-785-5300,011-792-5307,9011001103071,株式会社　ビラ・ライフサポート,0190201012,,,29,http://www.villa-life-support.co.jp/,なし,,,
011037,0190200857,北海道,札幌市東区,小規模多機能型居宅介護事業所　絆・三角点通り館,ショウキボタキノウガタキョタクカイゴジギョウショ　キズナサンカクテンドオリカン,小規模多機能型居宅介護,北海道札幌市東区東苗穂５条２丁目１０－１５,,43.088622000000000,141.407250699999960,011-299-7811,011-299-7811,9430001061460,株式会社大蔵商事,0190200857,,,29,,なし,通常の指定,なし,
011037,0190200477,北海道,札幌市東区,社会福祉法人　札幌蒼生会　小規模多機能ホーム　栄町,シャカイフクシホウジン　サッポロソウセイカイ　ショウキボタキノウホームサカエマチ,小規模多機能型居宅介護,札幌市東区北４６条東16丁目１番１８号栄町デイセンター,栄町デイセンター,43.118546942922700,141.366560700000040,011-782-1177,011-782-0777,6430005000640,社会福祉法人　札幌蒼生会,0190200477,,,29,http://www.s-souseikai.or.jp/,なし,通常の指定,なし,
011037,0190201202,北海道,札幌市東区,小規模多機能型居宅介護事業所ひかりの,ショウキボタキノウガタキョタクカイゴジギョウショヒカリノ,小規模多機能型居宅介護,北海道札幌市東区東雁来12条4丁目1-12東雁来ふくし交流センター,東雁来ふくし交流センター,43.097956672227760,141.437478599364340,011-790-2200,011-790-2201,6430005010648,社会福祉法人豊生会,0190201202,,,0,http://hikarino.or.jp/,なし,,,
011037,0190200048,北海道,札幌市東区,小規模多機能型居宅介護ライフケア東倶楽部,ショウキボタキノウガタキョタクカイゴライフケアヒガシクラブ,小規模多機能型居宅介護,札幌市東区北25条東7丁目3-11,,43.094006100000000,141.360240600000000,011-215-7778,011-748-3822,1430001014905,北商株式会社,0190200048,,,25,https://www.hosnet.co.jp,なし,,,
011037,0190202127,北海道,札幌市東区,小規模多機能型居宅介護事業所　ゆず,ショウキボタキノウガタキョタクカイゴジギョウショ　ユズ,小規模多機能型居宅介護,北海道札幌市東区北50条東2丁目3-3,,43.121178000000000,141.344910500000000,011-711-5883,011-788-2773,8430002034904,有限会社ケアワークス,0190202127,,,0,,なし,,,
011037,0190201657,北海道,札幌市東区,小規模多機能型居宅介護ゆるリハ,ショウキボタキノウガタキョタクカイゴユルリハ,小規模多機能型居宅介護,北海道札幌市東区東苗穂11条2丁目21-23,,43.103983202775545,141.419535449876400,011-214-9102,011-214-9103,6430001067774,株式会社グリーン・ライフ,0190201657,,,,https://greenlife-jp.com,なし,通常の指定,,
011045,0190501619,北海道,札幌市白石区,小規模多機能ホーム森の時計ひなた,ショウキボタキノウホームモリノトケイヒナタ,小規模多機能型居宅介護,北海道札幌市白石区平和通11丁目北１－２３有限会社弘伸コーポレーション,有限会社弘伸コーポレーション,43.044013400000000,141.425845999999980,011-827-1358,011-827-1378,,有限会社弘伸コーポレーション,0190501619,,,0,,,,,
011045,0170501035,北海道,札幌市白石区,小規模多機能型居宅介護　白石の郷,ショウキボタキノウガタキョタクカイゴ　シロイシノサト,小規模多機能型居宅介護,北海道札幌市白石区本郷通３丁目南１番１６号,,43.046183200000000,141.404659600000000,011-864-3100,011-864-3107,5430005000583,社会福祉法人　渓仁会,0170501035,,,0,http://www.keijinkai.com/shafuku/,なし,,,
011045,0190501775,北海道,札幌市白石区,小規模多機能型居宅介護ふる郷,ショウキボタキノウガタキョタクカイゴフルサト,小規模多機能型居宅介護,北海道札幌市白石区北郷4条7丁目6番23号ふる郷,ふる郷,43.054484599999990,141.425653700000000,011-879-3050,011-879-3080,9430001062319,株式会社ＴＮ介護サービス,0190501775,,,29,http://www.t-n-planning.com/,なし,通常の指定,なし,
011045,0190503003,北海道,札幌市白石区,小規模多機能ケアホーム　はまなす,ショウキボタキノウケアホーム　ハマナス,小規模多機能型居宅介護,北海道札幌市白石区栄通18丁目10番16号,,43.026236100000000,141.433845100000000,011-376-1601,011-376-1602,2430001003403,オリエント建設株式会社,0190503003,,,7,https://www.orient-ltd.com/,なし,通常の指定,なし,
011045,0190502559,北海道,札幌市白石区,小規模多機能型ホーム　くらしさ平和通,ショウキボタキノウガタホーム　クラシサヘイワドオリ,小規模多機能型居宅介護,北海道札幌市白石区平和通11丁目北1番23号くらしさ平和通,くらしさ平和通,43.043975490493170,141.425891344180260,０１１－８２７－１３５８,０１１－８２７－１３７８,7430002038781,株式会社　元気な介護,0190502559,,,0,http:www.genkinakaigo.co.jp,あり,通常の指定,共生型,
011045,0190500223,北海道,札幌市白石区,小規模多機能ホーム　バラ苑,ショウキボタキノウホーム　バラエン,小規模多機能型居宅介護,北海道札幌市白石区東札幌５条６丁目６番３３号理想ビル　２Ｆ,理想ビル　２Ｆ,43.047939900000000,141.398081800000000,011-866-1555,011-866-1025,5430001002939,株式会社理想ケア・サービス,0190500223,,,,https://riso-care.com/,なし,,,
011045,0190501056,北海道,札幌市白石区,小規模多機能ホーム　ゆり苑,ショウキボタキノウホーム　ユリエン,小規模多機能型居宅介護,札幌市白石区東札幌５条６丁目３－２３理想ハイツ,理想ハイツ,43.048523100000004,141.397131899999980,011-863-7007,011-863-2511,5430001002939,株式会社理想ケア・サービス,0190501056,,,27,https://riso-care.com/,なし,,,
011045,0190503052,北海道,札幌市白石区,小規模多機能型居宅さくら,ショウキボタキノウガタキョタクカイゴサクラ,小規模多機能型居宅介護,北海道札幌市白石区本通12丁目南6番3号,,43.039968213824330,141.423227088086830,011-876-9745,011-868-4114,9430005003640,社会福祉法人モニカ,0190503052,,,,https://www.syafuku.com,なし,通常の指定,なし,
011045,0190501221,北海道,札幌市白石区,小規模多機能型居宅介護ノテ菊水,ショウキボタキノウガタキョタクカイゴ　ノテ　キクスイ,小規模多機能型居宅介護,北海道札幌市白石区菊水9条2丁目3-6,,43.062562931495660,141.383679531352300,011-816-8787,011-816-8880,3430005000585,社会福祉法人ノテ福祉会,0190501221,,,29,,なし,,,
011045,0190501353,北海道,札幌市白石区,小規模多機能型居宅介護　ノテ菊水元町,ショウキボタキノウガタキョタクカイゴノテキクスイモトマチ,小規模多機能型居宅介護,北海道札幌市白石区菊水元町7条2丁目8番12号小規模多機能型居宅介護　ノテ菊水元町,小規模多機能型居宅介護　ノテ菊水元町,43.070896500000000,141.411862499999980,011-874-3300,011-874-3321,3430005000585,社会福祉法人ノテ福祉会,0190501353,,,29,,なし,,,
011045,0190502666,北海道,札幌市白石区,小規模多機能型居宅介護　ノテ本通南,ショウキボタキノウガタキョタクカイゴ　ノテホンドオリミナミ,小規模多機能型居宅介護,北海道札幌市白石区本通9丁目南5番18号小規模多機能型居宅介護　ノテ本通南,小規模多機能型居宅介護　ノテ本通南,43.043127500000000,141.420183600000000,011-887-0178,011-887-0200,3430005000585,社会福祉法人ノテ福祉会,0190502666,,,0,,なし,,,
